approxDays,Urban,Frac65Plus,PopDensity,gathering_size_500_to_101,gathering_size_100_to_26,gathering_size_25_to_11,gathering_size_10_0,school_closure,closing_of_public_venues,non-essential_services_closure,social_distancing,shelter_in_place,religious_gatherings_banned,lockdown,flights_prev_week,avg_temp_prev_week,casesPer1M
1,1,0.171973285,4023.850334,0,0,0,0,0,0,0,0,0,0,0,308,8.745887401,2.135173568
1,2,0.133467169,1141.52949,0,0,0,0,0,0,0,0,0,0,0,26,8.994959025,3.088516894
1,1,0.180762229,1964.65592,0,0,0,0,0,0,0,0,0,0,0,2,9.093507236,1.003064362
1,1,0.155349731,2134.751543,0,0,0,0,0,0,0,0,0,0,0,0,9.142332569,2.850174858
1,1,0.13429592,825.2344075,0,0,0,0,0,0,0,0,0,0,0,0,9.935480178,3.346188273
1,1,0.131532954,397.566177,0,0,0,0,0,0,0,0,0,0,0,7,9.957766188,4.315385644
1,1,0.147286735,282.7858918,0,0,0,0,0,0,0,0,0,0,0,40,10.30642777,0.448099543
1,4,0.170668711,286.0939071,0,0,0,0,0,0,0,0,0,0,0,5,10.51997188,0.256641848
1,9,0.166456783,11.63749601,0,0,0,0,0,0,0,0,0,0,0,0,10.63426002,9.06787874
1,1,0.134550463,2943.157028,0,0,0,0,0,0,0,0,0,0,0,1,10.64897958,1.737928997
1,3,0.117255058,246.7572933,0,0,0,0,0,0,0,0,0,0,0,0,10.80904408,19.83339944
2,1,0.144177678,3614.024947,0,0,0,0,0,0,0,0,0,0,0,0,-0.202136153,1.817487868
2,1,0.170531163,2247.182348,0,0,0,0,0,0,0,0,0,0,0,560,3.902839774,10.33472094
2,5,0.136582062,50.96993617,0,0,0,0,0,0,0,0,0,0,0,11,4.011824215,64.50156416
2,1,0.117539344,4674.03387,0,0,0,0,0,0,0,0,0,0,0,11,4.011824215,2.791377992
2,1,0.119422013,407.9447689,0,0,0,0,0,0,0,0,0,0,0,11,4.011824215,8.752071324
2,2,0.127564943,335.6401888,0,0,0,0,0,0,0,0,0,0,0,11,4.011824215,1.400842747
2,1,0.126072884,2407.32382,0,0,0,0,0,0,0,0,0,0,0,1,4.447181307,1.047482376
2,6,0.206215014,43.39156173,0,0,0,0,0,0,0,0,0,0,0,0,4.816832449,2.241475668
2,5,0.206780567,52.54945569,0,0,0,0,0,0,0,0,0,0,0,0,5.043267644,22.27518767
2,1,0.146350357,5482.409279,0,0,0,0,0,0,0,0,0,0,0,253,5.134425604,0.772127286
2,6.5,0.193528969,67.94393808,0,0,0,0,0,0,0,0,0,0,0,0,5.289920635,1.596681457
2,9,0.15345419,11.01644323,0,0,0,0,0,0,0,0,0,0,0,0,5.807055268,1.315656177
2,6,0.171730552,176.5877616,0,0,0,0,0,0,0,0,0,0,0,0,5.828565378,0.200081733
2,6,0.241575006,70.66703418,0,0,0,0,0,0,0,0,0,0,0,79,5.9735326,19.50230127
2,1,0.163978461,3072.387999,0,0,0,0,0,0,0,0,0,0,0,79,5.9735326,1.770691862
2,6,0.169512595,107.325873,0,0,0,0,0,0,0,0,0,0,0,1,6.137575506,1.03206843
2,1,0.134701025,390.5543382,0,0,0,0,0,0,0,0,0,0,0,115,6.316504334,2.454285858
2,7,0.165083766,5.95060999,0,0,0,0,0,0,0,0,0,0,0,0,6.432902624,1.730891392
2,2,0.100414258,1176.041998,0,0,0,0,0,0,0,0,0,0,0,0,6.502948295,2.84322729
2,1,0.168534197,1780.801652,0,0,0,0,0,0,0,0,0,0,0,123,7.740209021,1.417659501
2,2,0.158841223,1510.194122,0,0,0,0,0,0,0,0,0,0,0,0,7.841702742,1.059520694
2,6,0.158636832,21.2257879,0,0,0,0,0,0,0,0,0,0,0,0,7.935208505,1.140115653
2,8,0.187236246,7.298671829,0,0,0,0,0,0,0,0,0,0,0,0,8.186490827,0.941349236
2,1,0.152836732,1553.371788,0,0,0,0,0,0,0,0,0,0,0,0,8.251428571,4.716358217
2,2,0.130101609,1736.706177,0,0,0,0,0,0,0,0,0,0,0,0,8.321587927,1.764041773
2,1,0.171973285,4023.850334,0,0,0,0,0,0,0,0,0,0,0,308,8.745887401,2.135173568
2,2,0.133467169,1141.52949,0,0,0,0,0,0,0,0,0,0,0,26,8.994959025,3.088516894
2,1,0.155349731,2134.751543,0,0,0,0,0,0,0,0,0,0,0,0,9.142332569,2.850174858
2,1,0.13429592,825.2344075,0,0,0,0,0,0,0,0,0,0,0,0,9.935480178,3.346188273
2,1,0.131532954,397.566177,0,0,0,0,0,0,0,0,0,0,0,7,9.957766188,4.315385644
2,1,0.147286735,282.7858918,0,0,0,0,0,0,0,0,0,0,0,40,10.30642777,0.448099543
2,2,0.163528616,73.73704909,0,0,0,0,0,0,0,0,0,0,0,40,10.30642777,2.147143762
2,4,0.170668711,286.0939071,0,0,0,0,0,0,0,0,0,0,0,5,10.51997188,0.342189131
2,9,0.166456783,11.63749601,0,0,0,0,0,0,0,0,0,0,0,0,10.63426002,9.06787874
2,6,0.171040938,56.50733536,0,0,0,0,0,0,0,0,0,0,0,0,10.80904408,2.534737789
3,9,0.117990936,1.291446782,0,0,0,0,0,0,0,0,0,0,0,221,-10.48111184,1.356046203
3,1,0.144177678,3614.024947,0,0,0,0,0,0,0,0,0,0,0,0,-0.202136153,1.817487868
3,1,0.156880977,20950.06343,0,0,0,0,0,0,0,0,0,0,0,560,3.902839774,0.438807042
3,1,0.170531163,2247.182348,0,0,0,0,0,0,0,0,0,0,0,560,3.902839774,18.6024977
3,5,0.136582062,50.96993617,0,0,0,0,0,0,0,0,0,0,0,11,4.011824215,64.50156416
3,1,0.117539344,4674.03387,0,0,0,0,0,0,0,0,0,0,0,11,4.011824215,2.791377992
3,1,0.119422013,407.9447689,0,0,0,0,0,0,0,0,0,0,0,11,4.011824215,8.752071324
3,2,0.127564943,335.6401888,0,0,0,0,0,0,0,0,0,0,0,11,4.011824215,1.400842747
3,1,0.126072884,2407.32382,0,0,0,0,0,0,0,0,0,0,0,1,4.447181307,1.047482376
3,1,0.138561395,410.4484215,0,0,0,0,0,0,0,0,0,0,0,1,4.447181307,5.987701262
3,6,0.206215014,43.39156173,0,0,0,0,0,0,0,0,0,0,0,0,4.816832449,8.965902672
3,5,0.206780567,52.54945569,0,0,0,0,0,0,0,0,0,0,0,0,5.043267644,22.27518767
3,1,0.146350357,5482.409279,0,0,0,0,0,0,0,0,0,0,0,253,5.134425604,0.772127286
3,6.5,0.193528969,67.94393808,0,0,0,0,0,0,0,0,0,0,0,0,5.289920635,1.596681457
3,9,0.15345419,11.01644323,0,0,0,0,0,0,0,0,0,0,0,0,5.807055268,1.315656177
3,6,0.171730552,176.5877616,1,0,0,0,0,0,0,0,0,0,0,0,5.828565378,1.600653867
3,6,0.241575006,70.66703418,0,0,0,0,0,0,0,0,0,0,0,79,5.9735326,19.50230127
3,1,0.163978461,3072.387999,0,0,0,0,0,0,0,0,0,0,0,79,5.9735326,1.770691862
3,1,0.177556468,1715.657003,0,0,0,0,0,0,0,0,0,0,0,79,5.9735326,4.82739644
3,6,0.169512595,107.325873,0,0,0,0,0,0,0,0,0,0,0,1,6.137575506,1.37609124
3,7,0.165083766,5.95060999,0,0,0,0,0,0,0,0,0,0,0,0,6.432902624,3.461782784
3,1,0.132148885,1055.727768,0,0,0,0,0,0,0,0,0,0,0,106,7.564668013,6.269134855
3,1,0.134701025,390.5543382,0,0,0,0,0,0,0,0,0,0,0,106,7.564668013,4.908571716
3,1,0.168534197,1780.801652,0,0,0,0,0,0,0,0,0,0,0,123,7.740209021,1.417659501
3,6,0.158636832,21.2257879,0,0,0,0,0,0,0,0,0,0,0,0,7.935208505,2.850289133
3,8,0.187236246,7.298671829,0,0,0,0,0,0,0,0,0,0,0,0,8.186490827,0.941349236
3,2,0.130101609,1736.706177,0,0,0,0,0,0,0,0,0,0,0,0,8.321587927,1.764041773
3,1,0.171973285,4023.850334,0,0,0,0,0,0,0,0,0,0,0,308,8.745887401,4.270347137
3,2,0.133467169,1141.52949,0,0,0,0,0,0,0,0,0,0,0,26,8.994959025,3.088516894
3,1,0.161949314,580.9688304,0,0,0,0,0,0,0,0,0,0,0,0,9.142332569,3.937689994
